Employee_ID,Name,Age,Gender,Department,Job_Role,Education,Experience_Years,Salary,Performance_Rating,Marital_Status,Attrition,Joining_Date,City
EMP0959,Employee 959,29,Female,Finance,Financial Analyst,Diploma,0,20865,5,Married,Yes,2022-09-21,Mumbai
EMP0960,Employee 960,46,Male,Marketing,SEO Specialist,Diploma,17,89112,1,Married,No,2018-08-08,Delhi
EMP0961,Employee 961,27,Female,Finance,Financial Analyst,Master's,1,26274,5,Married,No,2018-08-13,Hyderabad
EMP0962,Employee 962,54,Male,Sales,Account Manager,Bachelor's,3,47238,2,Single,No,2018-08-06,Hyderabad
EMP0963,Employee 963,33,Male,Operations,Operations Executive,Bachelor's,9,51711,2,Single,No,2023-06-10,Delhi
EMP0964,Employee 964,53,Female,Sales,Account Manager,Bachelor's,7,51194,1,Married,No,2019-03-01,Bengaluru
EMP0965,Employee 965,49,Male,Finance,Accountant,Bachelor's,5,45198,1,Single,No,2024-02-18,Mumbai
EMP0966,Employee 966,55,Male,Operations,Coordinator,Master's,7,50095,3,Married,No,2023-09-27,Pune
EMP0967,Employee 967,45,Male,Marketing,SEO Specialist,Master's,15,84536,4,Single,No,2025-06-27,Pune
EMP0968,Employee 968,58,Female,IT,Data Analyst,Diploma,14,72936,5,Married,No,2024-04-30,Pune
EMP0969,Employee 969,31,Female,IT,Data Analyst,Master's,4,49332,5,Married,No,2023-02-21,Delhi
EMP0970,Employee 970,57,Female,Sales,Account Manager,Diploma,5,42461,2,Married,No,2021-12-12,Hyderabad
EMP0971,Employee 971,32,Female,Finance,Financial Analyst,Diploma,2,42851,3,Married,No,2022-03-23,Delhi
EMP0972,Employee 972,31,Male,Marketing,Marketing Executive,Diploma,12,64214,1,Married,Yes,2018-07-04,Bengaluru
EMP0973,Employee 973,32,Female,IT,Software Engineer,Bachelor's,7,52253,1,Married,No,2019-03-08,Pune
EMP0974,Employee 974,22,Male,Sales,Account Manager,Bachelor's,2,41468,4,Married,No,2022-03-14,Mumbai
EMP0975,Employee 975,49,Female,Operations,Operations Executive,Bachelor's,18,89544,2,Married,No,2020-03-12,Delhi
EMP0976,Employee 976,27,Male,HR,HR Executive,Bachelor's,2,27794,1,Married,No,2025-01-20,Bengaluru
EMP0977,Employee 977,54,Female,Marketing,Marketing Executive,Bachelor's,17,81858,5,Married,No,2021-10-27,Delhi
EMP0978,Employee 978,45,Male,IT,Data Analyst,Bachelor's,11,63017,5,Married,No,2018-10-03,Pune
EMP0979,Employee 979,42,Male,Sales,Sales Executive,Master's,15,80055,3,Married,No,2018-07-30,Hyderabad
EMP0980,Employee 980,36,Female,Sales,Account Manager,Diploma,5,46939,1,Single,No,2018-11-03,Delhi
EMP0981,Employee 981,37,Male,Finance,Accountant,Bachelor's,8,48982,2,Single,No,2018-05-13,Delhi
EMP0982,Employee 982,57,Male,Operations,Coordinator,Bachelor's,10,57042,4,Single,No,2020-08-23,Delhi
EMP0983,Employee 983,52,Male,Finance,Accountant,Master's,4,42864,4,Married,Yes,2018-06-20,Mumbai
EMP0984,Employee 984,45,Male,Sales,Account Manager,Bachelor's,1,24363,4,Married,No,2020-03-14,Mumbai
EMP0985,Employee 985,44,Female,Finance,Financial Analyst,Master's,13,70014,4,Single,No,2019-04-19,Mumbai
EMP0986,Employee 986,55,Male,HR,HR Executive,Diploma,2,27329,2,Single,No,2020-07-19,Pune
EMP0987,Employee 987,41,Female,Sales,Sales Executive,Master's,4,48370,2,Married,No,2020-01-10,Bengaluru
EMP0988,Employee 988,55,Male,Operations,Coordinator,Diploma,3,33016,3,Single,No,2018-11-09,Bengaluru
EMP0989,Employee 989,36,Female,Operations,Coordinator,Diploma,9,63523,5,Single,No,2024-03-08,Pune
EMP0990,Employee 990,29,Male,IT,Software Engineer,Diploma,13,81432,5,Single,Yes,2021-02-19,Pune
EMP0991,Employee 991,50,Male,IT,Data Analyst,Master's,4,35175,1,Married,No,2020-08-20,Hyderabad
EMP0992,Employee 992,45,Female,Marketing,Marketing Executive,Master's,12,71843,4,Married,Yes,2018-12-13,Pune
EMP0993,Employee 993,55,Male,HR,Recruiter,Bachelor's,6,53429,5,Married,No,2020-01-26,Pune
EMP0994,Employee 994,22,Female,Marketing,SEO Specialist,Master's,10,63602,1,Single,No,2024-08-17,Delhi
EMP0995,Employee 995,57,Female,Finance,Financial Analyst,Master's,9,66688,4,Single,No,2022-10-03,Mumbai
EMP0996,Employee 996,55,Female,Sales,Account Manager,Diploma,8,56991,4,Single,No,2018-12-17,Delhi
EMP0997,Employee 997,21,Male,IT,Software Engineer,Diploma,11,67306,3,Married,No,2025-05-24,Mumbai
EMP0998,Employee 998,23,Female,Finance,Accountant,Diploma,14,69565,5,Single,Yes,2022-12-07,Bengaluru
EMP0999,Employee 999,56,Female,Sales,Sales Executive,Master's,18,85606,2,Married,No,2021-02-06,Hyderabad
EMP1000,Employee 1000,30,Male,IT,Data Analyst,Bachelor's,15,76668,1,Single,No,2020-07-20,Delhi
